company,person,position,source,notes,project_id,trust_level
PT Indonesia Power,Eri Prabowo,Director of Operation I (as of 2017),Verra API doc: VCS144 PDD dated 2017 (Gunung Salak Geothermal),"Historical (2017) — current Indonesia Power BOD listed separately. Surname ""Prabowo"" is a common Indonesian given name; no known connection to President Prabowo Subianto confirmed",VCS144,older_pdd
PT KALTIM HUTAMA,Muhammad Jasin,Legal Division Director,Verra API doc: VCS5798 PDD dated 2025 (KALTIM HUTAMA IFM Project),"PDD text glued name as ""MuhammadJasin"" and title as ""LegalDivisionDirector"" — extraction artifact, cleaned in this entry. Subsidiary of Sinar Wijaya Group",VCS5798,recent_pdd
PT Kandelia Alam,Halim Rusli,Director,PDD VCS5475 dated 2025,From PDD 2025,VCS5475,recent_pdd
PT KIS Biofuels Indonesia,Suresh A.C.,Country Head Indonesia (also GM Head - South East Asia),https://kisgroup.net/core-team/,"Indonesia-specific; full title on page: ""GM Head - South East Asia and Country Head Indonesia""","VCS4705, VCS5962",direct_website
PT Konsultan Karbon Lestari,Alfonsus Maria Bagus Dwiaji,Contact (no title in PDD),PDD VCS4782 dated 2023,"From PDD 2023; matches ""Alfonsus Dwiaji - Project Director"" mentioned on RocketReach",VCS4782,older_pdd
PT Mohairson Pawan Khatulistiwa,Wim Ikbal,Director,PDD VCS3591 dated 2022 (The Mayas Project),From PDD 2022,VCS3591,older_pdd
PT Nusantara Solusi Raya,Nova Misriani,President Director,PDD VCS4782 dated 2023 (South Barito Kapuas Project),"From PDD 2023 — page lists her as ""Ir. Nova Misriani""",VCS4782,older_pdd
PT Nusantara Solusi Raya,Mayang Pratiwi,Commissioner,PDD VCS4782 dated 2023,From PDD 2023,VCS4782,older_pdd
PT Nusantara Solusi Raya,Alana Tomasoa,Director,PDD VCS4782 dated 2023,From PDD 2023,VCS4782,older_pdd
PT Pagatan Usaha Makmur,Handoko Limaho,Chief Executive Officer,PDD VCS4967 dated 23 Feb 2024 (PLUM Project),"From PDD 2024; page lists him as ""Mr. Handoko Limaho"" / ""Dr. Handoko Limaho""; also CEO of Hutan Kencana Group (parent)",VCS4967,recent_pdd
PT Pagatan Usaha Makmur,Imanuddin Utoro,Restoration Sustainability Manager,PDD VCS4967 dated 23 Feb 2024,"From PDD 2024; previously at PT Astra Agro Lestari Tbk (Conservation Specialist), PT SMART Tbk (Section Head Forest Conservation Policy), Yayasan Kehati, Orangutan Foundation UK",VCS4967,recent_pdd
PT Pagatan Usaha Makmur,Larissa D. Salaki,Senior Restoration and Sustainability Officer (Biodiversity and Forestry Specialist),PDD VCS4967 dated 23 Feb 2024,"From PDD 2024; MSc Conservation Biology Univ of Indonesia, BSc UC Davis",VCS4967,recent_pdd
PT Pagatan Usaha Makmur,Rio Christiawan,Chief Executive Officer (as of 2026 monitoring report; previously HR/Legal Director per 2024 PDD),Verra API doc: VCS4967 monitoring report dated 2026,UPDATED ROLE: Earlier 2024 PDD listed him as HR/Legal Director + Co-Founder of Hutan Kencana Group. 2026 monitoring report lists him as CEO. May indicate succession from Handoko Limaho (still listed elsewhere as CEO) OR a parallel role,VCS4967,recent_pdd
PT Pasadena Biofuel Mandiri,Edmond Widjaja,Direktur Utama (President Director),"Indonesian press coverage of PT Pasadena Biofuel Mandiri PLTBg Ujung Batu inauguration (kontan.co.id, antaranews.com, jpnn.com)",Verified through multiple Indonesian news sources covering the Riau biogas plant inauguration; part of Biodena Energy Group,VCS5323,other
PT Pasadena Biofuel Mandiri,Anggit Saputra Dwipramana,Director,Indonesian press coverage 2024,Indonesian-language search; secondary source confirmation only — verify before citing,VCS5323,other
PT Pasadena Biofuel Mandiri,Yohanes Tampubolon,Director,Indonesian press coverage 2024,Indonesian-language search; secondary source confirmation only — verify before citing,VCS5323,other
PT Pertamina Geothermal Energy,Ahmad Yani,President Director,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Edwil Suzandi,Director of Exploration & Development,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Andi Joko Nugroho,Director of Operation,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Fransetya Hutabarat,Director of Finance,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Gigih Udi Atmo,President Commissioner,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,John Anis,Commissioner,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Abdulla Zayed,Commissioner,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Abdul Musawir Yahya,Independent Commissioner,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Mohammad Firmansyah,Independent Commissioner,https://www.pge.pertamina.com/en/management,,VCS1778,direct_website
PT Pertamina Geothermal Energy,Ali Mundakir,Chief Executive Officer (as of 2018; predecessor of Ahmad Yani),Verra API doc: VCS1778 monitoring report dated 2018 (Lahendong),Historical 2018; current PGE President Director is Ahmad Yani (separate row from official PGE website),VCS1778,older_pdd
PT PLN (Persero),Darmawan Prasodjo,President Director,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Edwin Nugraha Putra,Director of Transmission and System Planning,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),E. Haryadi,"Director of Technology, Engineering, and Sustainability Officer",https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Adi Priyanto,Director of Retail and Commerce,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Sinthya Roesly,Director of Finance,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Rizal Calvary Marimbo,Director of Generation Management,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Suroso Isnandar,Director of Project Management and New & Renewable Energy,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Arsyadany Ghana Akmalaputri,Director of Distribution,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Adi Lumakso,Director of Risk Management,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Hartanto Wibowo,Director of Corporate Planning and Business Development,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Yusuf Didi Setiarto,Director of Legal and Human Capital Management,https://web.pln.co.id/en/about-us/board-of-directors,,,direct_website
PT PLN (Persero),Burhanuddin Abdullah,President Commissioner and Independent Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Suahasil Nazara,Vice President Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Aminuddin Ma'ruf,Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Ahmad Erani Yustika,Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Jisman Parada Hutajulu,Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Bambang Eko Suhariyanto,Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Yazid Fanani,Independent Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Mutanto Juwono,Independent Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Andi Arief,Independent Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Ali Masykur Musa,Independent Commissioner,https://web.pln.co.id/en/about-us/board-of-commissioners,,,direct_website
PT PLN (Persero),Komang Parmita,"Executive Vice President (EVP) of Health, Safety, Security and Environment (as of 2022)",Verra API doc: VCS487 monitoring report dated 2022 (Musi Hydro Power),EVP HSSE role; same person also appears as Director of Operation Gas Power Plant at PT PLN Nusantara Power (different subholding),VCS487,older_pdd
PT Rimbun Seruyan,Arya Hanni,President Director,PDD VCS5631 dated 2025 (Enviro Rise),From PDD 2025,VCS5631,recent_pdd
PT Rimbun Seruyan,Arya Hanni,"Director (signed Listing Representation, 24 June 2025)",VCS Listing Representation 24 June 2025 (Enviro Rise project),Listing Representation confirms director — same person as President Director per PDD 5631. Witness: BUSHH PANGESTU of Gading Serpong Tangerang (likely Bush Pangestu — Pangestu family connection worth investigating),VCS5631,other
PT Rohul Sawit Industri,Bagus Sulaiman Wahyuningrat,Director (as of 2024),Verra API doc: VCS5323 PDD dated 2024 (Biogas Project PT Rohul Sawit Industri),Subsidiary of Bumitama Gunajaya Agro (BGA) Group; PDD signing director,VCS5323,recent_pdd
PT Strata Pacific (proponent),Johan Satria Putra,Chief Executive Officer,PDD VCS5283 dated 2024 (SERCOVA project),"From PDD 2024; resolves the earlier ""no info found"" placeholder for PT Strata Pacific",VCS5283,recent_pdd
PT Strata Pacific (proponent),Adidarma Batara,Key Personnel (Finance & Operations; Master Degree Finance; 20+ years),PDD VCS5283 dated 2024 (Table 2-17 Key personnel),From PDD 2024; PT Strata Pacific staff per Management Team table,VCS5283,recent_pdd
PT Strata Pacific (proponent),Iyep Winata,Key Personnel (Forester; 20+ years forestry operations),PDD VCS5283 dated 2024,From PDD 2024,VCS5283,recent_pdd
PT Strata Pacific (proponent),Napoleon Pinoa,Key Personnel (Certified Forestry Specialist GANISHPH Forest Planning; 20+ years),PDD VCS5283 dated 2024,"From PDD 2024; previously identified in news as ""Acting Manager Camp"" of PT Strata Pacific",VCS5283,recent_pdd
PT Telaga Mas Kalimantan (PT TMK),Abdul Karim Sutanto,Director,PDD VCS5873 dated 2023 (Gunung Lumut Landscape Project),From PDD 2023,VCS5873,older_pdd
PT Terrathrive Bakti Indonesia,Eri Budiono,President Director,PDD VCS4967 dated 23 Feb 2024,From PDD 2024,VCS4967,recent_pdd
PT Thryve.Earth Indonesia,Pranab Prakash,"Director, Thryve Earth Indonesia",https://www.thryve.earth/team,Indonesia-specific role per https://www.thryve.earth/team,VCS5891,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Peter Bayliss,President Director,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,Indonesia subsidiary of Sipef Group (which is in DATASET_companies.csv),,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Anita Ridhani,Vice President Director | Legal & Corporate Affairs,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Khairul Abdi,Director | Finance & Human Resources,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Matthew Gerard Nowak,Director | Sustainability,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Chandran Govindasamy,Senior Regional Director | South Sumatra,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Mohamed Nasir B Mohamed Haniba,Regional Director | North Sumatra,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Bernardo Frans Purba,Regional Director | Bengkulu,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Jonathan Fun,Director | Operations,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Angus Wilson,Director | Technical Services,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Tolan Tiga Indonesia (SIPEF Indonesia operating entity of Sipef Group),Gunasilan Nagarajoo,Deputy Director | Engineering,https://www.sipef.com/sipef-indonesia/about-pt-tolan-tiga-indonesia/management/,SIPEF Indonesia operating entity,,direct_website
PT Udara Untuk Semua - FAIRATMOS,Natalia Rialucky Marsudi,Founder & CEO,https://www.fairatmos.com/blog/fairatmos-ceo-at-asia-pe-vc-summit-2025-shaping-the-future-of-climate-investment,"Confirmed as ""Founder & CEO"" in Fairatmos blog post",VCS5845,direct_website
PT. Agra Inti Investama,Uswatul Hasan,General Manager,PDD VCS5585 dated 2025 (Project Lestari),From PDD 2025,VCS5585,recent_pdd
PT. Annisa Surya Kencana,Iwan Tricahyo Wibisono,President Director,PDD VCS5695 dated 2025 (Siluk Peatlands Conservation),From PDD 2025,VCS5695,recent_pdd
PT. Annisa Surya Kencana,Irwan Gunawan,Operation Director,PDD VCS5695 dated 2025 narrative bio (Section 2.4.3),"From PDD 2025; previously at WWF, Rainforest Alliance, Indonesian Ecolabel Institute",VCS5695,recent_pdd
PT. Annisa Surya Kencana,Herry Akbar,Finance and General Service Director,PDD VCS5695 dated 2025,From PDD 2025; 25+ years financial management for non-profit orgs,VCS5695,recent_pdd
PT. Indo Hutan Ekosistem,Siswantoro,"Director (operating-level, 30 years Kalimantan forestry)",PDD VCS5736 dated 2023 narrative bio,From PDD 2023; appears to be operating director / day-to-day. Jonathan Han (separate row) listed as CEO in proponent table — both may coexist as different roles,VCS5736,older_pdd
PT. Indo Hutan Ekosistem,Sri Utoro,General Manager (Legal team),PDD VCS5736 dated 2023,From PDD 2023; 30 years forestry + legal/compliance,VCS5736,older_pdd
PT. Menggala Rambu Utama,Bushh Pangestu,Director (as of 2024),Verra API doc: VCS5371 monitoring report dated 2024 (Kubu Peatland Project),POLITICALLY SIGNIFICANT: Bush Pangestu (Pangestu family / Barito Pacific Group connection) confirmed as Director of PT Menggala Rambu Utama. Same person witnessed the PT Rimbun Seruyan Listing Representation (24 June 2025). Pangestu family also on Star Energy Geothermal board (verified separately),VCS5371,recent_pdd
PT. PLN (Persero),Jurlian Sitanggang,"Head of Health, Safety, Security, and Environment Division (Kepala Divisi K3L)","PDDs VCS486 (2017), VCS487 (2018), VCS488 (2017)",From PDDs 2017-2018 — person may have moved on; current PLN board listed separately from web.pln.co.id,"VCS486, VCS487, VCS488",older_pdd
PT. Rimba Makmur Utama,Dharsono Hartono,Director / Chief Executive Officer,PDD VCS1477 dated May 2016 (Katingan Peatland Restoration and Conservation Project),From PDD 2016 — person may no longer hold this role; cross-checked: still listed as CEO in industry references,VCS1477,older_pdd
PT. Rimba Makmur Utama,Rezal Kusumaatmadja,Chief Operating Officer,PDD VCS1477 dated May 2016 (Katingan Peatland Restoration and Conservation Project),From PDD 2016 — person may no longer hold this role,VCS1477,older_pdd
PT. Suntara Gajapati,Hans Dandis,Project Site Manager,PDD VCS5520 dated 2025 (Pekanbaru Suntara Peatland Project),From PDD 2025; mid-level role only — owners/directors may be elsewhere,VCS5520,recent_pdd
PT. Suntara Gajapati,Sunarta,President Director / Chairman,PDD VCS5520 dated 2025 narrative bio (Section 2.4.3),"From PDD 2025; ""chairman of the PT. SUNTARA GAJAPATI"" — leads strategic direction. Separate from Hans Dandis (Project Site Manager)",VCS5520,recent_pdd
PT. Suntara Gajapati,SiHai Zhang,Project Lead (PhD Environmental Science),PDD VCS5520 dated 2025,From PDD 2025; technical lead,VCS5520,recent_pdd
PT. Suntara Gajapati,QinHe Nan,Financial Management,PDD VCS5520 dated 2025,From PDD 2025; female; project budget control + financial analysis,VCS5520,recent_pdd
Sipef Group,Luc Bertrand,Chairman of the Board,https://www.sipef.com/hq/about-sipef/our-board-and-management/,"Page lists him as ""Baron Luc Bertrand"". SIPEF NV is the Belgian parent company; Sipef Group is the user CSV name",VCS5962,direct_website
Sipef Group,Petra Meekers,Managing Director (CEO),https://www.sipef.com/hq/about-sipef/our-board-and-management/,Appointed 1 Sept 2024 succeeding François Van Hoydonck; first woman to lead SIPEF,VCS5962,direct_website
Sipef Group,François Van Hoydonck,Director (former Managing Director),https://www.sipef.com/hq/about-sipef/our-board-and-management/,Former MD until 1 Sept 2024,VCS5962,direct_website
Sipef Group,Tom Bamelis,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Priscilla Bracht,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,Represents Group Bracht (major shareholder),VCS5962,direct_website
Sipef Group,Alexandre Delen,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Antoine Friling,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Gaëtan Hannecart,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Yu-Leng Khor,Independent Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Giulia Stellari,Independent Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Nicholas Thompson,Independent Director (CBE),https://www.sipef.com/hq/about-sipef/our-board-and-management/,"Page lists him as ""Nicholas Thompson, CBE""",VCS5962,direct_website
Sipef Group,Bart Cambré,Chief Financial Officer,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Robbert Kessels,Chief Commercial Officer,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
South Pole Carbon Asset Management Ltd ,Nadia Kaddouri,Chief Executive Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Aaron Barasz,Chief Financial Officer and Chief Operations Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Leila Toplic,Chief Product and Go-to-Market Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Dara Olufon,Global Head of Advisory,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Ab Kasmi,Chief Commercial Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Sofia Chernova,Chief People Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Leila Kamdem,Chief Risk Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Kushal Bhimjiani,"Group General Counsel, Chief Compliance Officer and Corporate Secretary",https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Inga Beale,"Chair, South Pole",https://www.southpole.com/about-us/our-leadership-team,"Board of Directors; page lists her as ""Dame Inga Beale""","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Matthias Tröndle,Director,https://www.southpole.com/about-us/our-leadership-team,Board of Directors; primary role is Vice President and CFO INFICON Holding AG,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Anshari Rahman,Director,https://www.southpole.com/about-us/our-leadership-team,Board of Directors; primary role is Director Strategy and Development Group at GenZero (Temasek),"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Kimberly Tan,Director,https://www.southpole.com/about-us/our-leadership-team,"Board of Directors; primary role is Head of Investments Managing Director, GenZero (Temasek)","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Nigel McCleave,Director,https://www.southpole.com/about-us/our-leadership-team,Board of Directors; primary role is Partner at Lightrock,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Christoph Grobbel,Co-Founder & Board Director,https://www.southpole.com/about-us/our-leadership-team,"Page lists him as ""Dr. Christoph Grobbel""","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Patrick Bürgi,Co-Founder / Managing Director Japan / Senior Advisor Innovation,https://www.southpole.com/about-us/our-leadership-team,,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Renat Heuberger,CEO (former),"PDDs VCS486 (2017), VCS487 (2018), VCS488 (2017)",From PDDs 2017-2018 — Renat Heuberger was the former CEO of South Pole; current CEO is Nadia Kaddouri (verified separately),"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS486, VCS487, VCS488",older_pdd
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Hendra Soetjipto Tan,Director – Chairman,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Group CEO of Star Energy Geothermal,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Rudy Suparman,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Star Energy founder; previously President Director,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Agus Salim Pangestu,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Pangestu family / Barito Pacific Group connection,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Tan Ek Kia,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Erwin Ciputra,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Ciputra family connection,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Patrice Rene Clausse,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Shinichiro Suzuki,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Thawat Hirancharukorn,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,,,direct_website
Star Energy Geothermal (parent of Salak/Wayang Windu subsidiaries),Nancy Prajogo Pangestu Tabardel,Director,https://www.starenergygeothermal.co.id/our-story/board-of-directors/,Prajogo Pangestu family connection (Barito Pacific),,direct_website
Syngenera Pte. Ltd,Angela Joehl Cadena,Head of Projects,PDD VCS4967 dated 23 Feb 2024,From PDD 2024,VCS4967,recent_pdd
Synopex Inc.,Son Kyung-ik,Representative Director / CEO,https://www.synopex.com/eng/,Korean name on page: 손경익,VCS4103,direct_website
Synopex Inc.,Han Goo-woong,Indonesia Subsidiary Representative,https://www.synopex.com/eng/,Korean name on page: 한구웅; Indonesia-specific role,VCS4103,direct_website
Synopex Inc.,Kwon Ki Lee,Managing Director (as of 2024),Verra API doc: VCS4103 PDD dated 2024 (Water Purification SDW project),Separate from Son Kyung-ik (Representative Director/CEO) listed via synopex.com website; Kwon Ki Lee may be a divisional MD,VCS4103,recent_pdd
THE PURE PROJECT SAS,Aurélien Cartal,Project Proponent contact (no title in PDD),Verra API doc: VCS3012 PDD dated 2022 (Agroforestry and Reforestation for Carbon Sequestration in Indonesia),Listed as primary contact in PDD; may be Indonesia-specific operations role distinct from Pure Project SAS Paris executive team,"VCS3012, VCS5545",older_pdd
THE PURE PROJECT SAS,Daniel Klier,Chief Executive Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Stéphane Renard,Chief Financial Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Frederique Borowiec,Chief Legal Officer & General Counsel,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Bianca Ximenes,Chief Data Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Yonas-Sebastian Fall,Chief Operating Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Andrew Nobrega,Chief Product & Development Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Mark Lawson,Chief Growth Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Anne-Sophie Bramard,HR Director,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Farid Bouazza,IT Director,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Madeleine Xavier Susay,"Regional Manager, Asia",https://pur.co/en/our-team,Asia regional leadership — covers Indonesia operations,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Agustin Silvani,Chair of the Board,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Leslie Johnston,Board Member,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Curt Witte,Board Member,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Henry Weaver,Board Member,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
Thryve Earth (parent of PT Thryve.Earth Indonesia),Vinay Kulkarni,Co-Founder & CEO,https://www.thryve.earth/team,Parent company of PT Thryve.Earth Indonesia (in DATASET_companies.csv),,direct_website
Thryve Earth (parent of PT Thryve.Earth Indonesia),Ron Steinherz,Co-Founder & CPO,https://www.thryve.earth/team,Parent company of PT Thryve.Earth Indonesia (in DATASET_companies.csv),,direct_website
Thryve Earth (parent of PT Thryve.Earth Indonesia),Amir Lahav,Head of Software Engineering,https://www.thryve.earth/team,Parent company of PT Thryve.Earth Indonesia (in DATASET_companies.csv),,direct_website
