company,person,position,source,notes,project_id,trust_level
PT. Menggala Rambu Utama,Bushh Pangestu,Project Lead (REDD+ peatland project in West Kalimantan),https://id.linkedin.com/in/bushhpangestu + Verra API doc: VCS5371 monitoring report dated 2024 (Kubu Peatland Project),"CROSS-PROJECT: same person also Director of Neusa Global Pte Ltd (VCS5631 Enviro Rise) AND Managing Director of PT Global Alam Lestari (VCS1899 Sumatra Merang Peatland). Three Indonesian REDD+ peatland projects connected to one person. LinkedIn lists him as Project Lead at Menggala Rambu Utama with expertise in peatland carbon project work planning/budgeting, staffing/training, contracting/procurement, project logistics, consultant management, monitoring & evaluation. The ""Pangestu"" surname keeps appearing across Indonesian forest-carbon — Bart's set already flagged the Barito Pacific connection","VCS1899, VCS5371, VCS5631",linkedin
Ribang Gayo Musara (RGM),Asman Arianto,Chairman,https://ribanggayomusara.com/ + https://www.padrecoffee.com.au/blogs/news/raaimi-brews-our-indonesia-aceh-ribang-gayo + https://epaper.mediaindonesia.com/detail/ribang-gayo-musara-antar-petani-kopi-raih-juara,Moved to Aceh in 1998; began coffee career as wet-hulled coffee collector/processor. Formed Ribang Gayo Musara Cooperative in 2018. 350+ contributing members; total 692 male + 208 female farmers. Won Cup of Excellence Indonesia 2 years in a row,VCS3012,direct_website
Sipef Group,Luc Bertrand,Chairman of the Board,https://www.sipef.com/hq/about-sipef/our-board-and-management/,"Page lists him as ""Baron Luc Bertrand"". SIPEF NV is the Belgian parent company; Sipef Group is the user CSV name",VCS5962,direct_website
Sipef Group,Petra Meekers,Managing Director (CEO),https://www.sipef.com/hq/about-sipef/our-board-and-management/,Appointed 1 Sept 2024 succeeding François Van Hoydonck; first woman to lead SIPEF,VCS5962,direct_website
Sipef Group,François Van Hoydonck,Director (former Managing Director),https://www.sipef.com/hq/about-sipef/our-board-and-management/,Former MD until 1 Sept 2024,VCS5962,direct_website
Sipef Group,Tom Bamelis,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Priscilla Bracht,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,Represents Group Bracht (major shareholder),VCS5962,direct_website
Sipef Group,Alexandre Delen,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Antoine Friling,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Gaëtan Hannecart,Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Yu-Leng Khor,Independent Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Giulia Stellari,Independent Director,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Nicholas Thompson,Independent Director (CBE),https://www.sipef.com/hq/about-sipef/our-board-and-management/,"Page lists him as ""Nicholas Thompson, CBE""",VCS5962,direct_website
Sipef Group,Bart Cambré,Chief Financial Officer,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
Sipef Group,Robbert Kessels,Chief Commercial Officer,https://www.sipef.com/hq/about-sipef/our-board-and-management/,,VCS5962,direct_website
South Pole Carbon Asset Management Ltd ,Nadia Kaddouri,Chief Executive Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Aaron Barasz,Chief Financial Officer and Chief Operations Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Leila Toplic,Chief Product and Go-to-Market Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Dara Olufon,Global Head of Advisory,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Ab Kasmi,Chief Commercial Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Sofia Chernova,Chief People Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Leila Kamdem,Chief Risk Officer,https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Kushal Bhimjiani,"Group General Counsel, Chief Compliance Officer and Corporate Secretary",https://www.southpole.com/about-us/our-leadership-team,Global Leadership Team,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Inga Beale,"Chair, South Pole",https://www.southpole.com/about-us/our-leadership-team,"Board of Directors; page lists her as ""Dame Inga Beale""","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Matthias Tröndle,Director,https://www.southpole.com/about-us/our-leadership-team,Board of Directors; primary role is Vice President and CFO INFICON Holding AG,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Anshari Rahman,Director,https://www.southpole.com/about-us/our-leadership-team,Board of Directors; primary role is Director Strategy and Development Group at GenZero (Temasek),"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Kimberly Tan,Director,https://www.southpole.com/about-us/our-leadership-team,"Board of Directors; primary role is Head of Investments Managing Director, GenZero (Temasek)","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Nigel McCleave,Director,https://www.southpole.com/about-us/our-leadership-team,Board of Directors; primary role is Partner at Lightrock,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Christoph Grobbel,Co-Founder & Board Director,https://www.southpole.com/about-us/our-leadership-team,"Page lists him as ""Dr. Christoph Grobbel""","GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Patrick Bürgi,Co-Founder / Managing Director Japan / Senior Advisor Innovation,https://www.southpole.com/about-us/our-leadership-team,,"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",direct_website
South Pole Carbon Asset Management Ltd ,Renat Heuberger,CEO (former),"PDDs VCS486 (2017), VCS487 (2018), VCS488 (2017)",From PDDs 2017-2018 — Renat Heuberger was the former CEO of South Pole; current CEO is Nadia Kaddouri (verified separately),"GS2297, GS2298, GS2299, GS2418, GS2419, GS794, GS822, VCS144, VCS3226, VCS486, VCS487, VCS488",older_pdd
Synopex Inc.,Son Kyung-ik,Representative Director / CEO,https://www.synopex.com/eng/,Korean name on page: 손경익,VCS4103,direct_website
Synopex Inc.,Han Goo-woong,Indonesia Subsidiary Representative,https://www.synopex.com/eng/,Korean name on page: 한구웅; Indonesia-specific role,VCS4103,direct_website
Synopex Inc.,Kwon Ki Lee,Managing Director (as of 2024),Verra API doc: VCS4103 PDD dated 2024 (Water Purification SDW project),Separate from Son Kyung-ik (Representative Director/CEO) listed via synopex.com website; Kwon Ki Lee may be a divisional MD,VCS4103,recent_pdd
Synopex Inc.,Son Kyoung-ik,Chief Executive Officer,https://www.koreawho.com/profile/SonKyoungik + https://in.marketscreener.com/quote/stock/SYNOPEX-INC-6797627/company-governance/,"Born 16 Dec 1966, Ulsan, South Korea. Focused on expanding FPCB business + filtration technology. Synopex founded 1985; HQ Pohang, South Korea. Listed on KOSDAQ (025320.KQ). Three divisions: IT, packaging/filter, water environment — VCS4103 is the water-environment Indonesia project",VCS4103,direct_website
THE PURE PROJECT SAS,Aurélien Cartal,Project Proponent contact (no title in PDD),Verra API doc: VCS3012 PDD dated 2022 (Agroforestry and Reforestation for Carbon Sequestration in Indonesia),Listed as primary contact in PDD; may be Indonesia-specific operations role distinct from Pure Project SAS Paris executive team,"VCS3012, VCS5545",older_pdd
THE PURE PROJECT SAS,Daniel Klier,Chief Executive Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Stéphane Renard,Chief Financial Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Frederique Borowiec,Chief Legal Officer & General Counsel,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Bianca Ximenes,Chief Data Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Yonas-Sebastian Fall,Chief Operating Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Andrew Nobrega,Chief Product & Development Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Mark Lawson,Chief Growth Officer,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Anne-Sophie Bramard,HR Director,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Farid Bouazza,IT Director,https://pur.co/en/our-team,Executive Team,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Madeleine Xavier Susay,"Regional Manager, Asia",https://pur.co/en/our-team,Asia regional leadership — covers Indonesia operations,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Agustin Silvani,Chair of the Board,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Leslie Johnston,Board Member,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Curt Witte,Board Member,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
THE PURE PROJECT SAS,Henry Weaver,Board Member,https://pur.co/en/our-team,Board of Directors,"VCS3012, VCS5545",direct_website
TSH Resources Berhad,Kelvin Tan Aik Pen,Chairman / Co-Founder,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Jasmy Ismail,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,"Page lists him as ""Dato' Jasmy Ismail""",VCS4467,direct_website
TSH Resources Berhad,Natasha Zulkifli,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Paul Lim Joo Heng,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Ina Hasniza Ibrahim,Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Lim Fook Hin,Non-Independent Non-Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Fong Ging Pang,Executive Director,https://www.tsh.com.my/board-of-directors/,,VCS4467,direct_website
TSH Resources Berhad,Zackaria Bin Abdulah,General Manager (as of 2023),Verra API doc: VCS4467 PDD dated 2023 (TSH Grouped Biogas Recovery),Operational GM; separate from main TSH Resources Bhd board listed via tsh.com.my,VCS4467,older_pdd
TSH Resources Berhad,(family-business context),TSH controlled by the Tan family — Kelvin Tan Aik Pen is Chairman/Co-Founder,https://www.tsh.com.my/board-of-directors/,Not a person row. The Tan family is a substantial Malaysian palm-oil family — TSH operates in Sabah/Sarawak/Indonesia. Kelvin Tan Aik Pen co-founded the group,VCS4467,direct_website
Yagasu Aceh,Bambang Suprayogi,Contact (no title in PDD),PDD/Monitoring Report VCS1493 dated 2019,From PDD 2019,"GS23181, VCS1493, VCS3012, VCS5448, VCS5620",older_pdd
Yayasan Gajah Sumatera (YAGASU),Meilinda Suriani Harefa,Managing Director,https://yagasu.or.id/ (news section),"Referenced in YAGASU ""Livelihood Camp 2024"" news coverage on yagasu.or.id","GS23181, VCS1493, VCS3012, VCS5448, VCS5620",direct_website
Yayasan Konservasi Pesisir Indonesia (YAKOPI),Eling Tuhono,Director,https://www.yakopi.org/,"Identified as ""YAKOPI Director"" on homepage news; full name: Eling Tuhono, S.Pd., M.Si.",VCS5545,direct_website
Yayasan Konservasi Pesisir Indonesia (YAKOPI),Eling Tuhono,Director,https://www.yakopi.org/ + https://devjobsindo.org/organisations/yayasan-konservasi-pesisir-indonesia-yakopi/,"YAKOPI founded 2021, based in Medan, North Sumatra. Focus on mangrove restoration + coastal conservation",VCS5545,direct_website
"YL Forest Co.,Ltd.",Naoto Akune,Representative Director and President,https://ylforest.co.jp/en-top/en-information/ + https://www.reddprojectsdatabase.org/partner/1565-yl-invest-co-ltd/,"Headquartered in Fukuoka, Japan. YL Forest was formerly known as Yamamoto Timber Industries, Ltd. First in Indonesia to receive IUPJL-HL (Environmental Service Permission Business Permission in Protected Forest), July 2013. VCS2395 OKI-REDD+ project: 30-year plan 2016-2045; 14,000 ha mangrove protection; targeting 5M tCO2 avoided + 6M tCO2 sequestered via 9,500 ha afforestation",VCS2395,direct_website
"AgriCapture, Inc.",(no info found),,https://agricapture.com/,"Searched https://agricapture.com/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5956,(none)
AgriTC,(no info found),,?,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS5956,(none)
Ambrawa village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3226,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Batu Ampar village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3227,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Jaringan untuk Hutan (JAUH),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
K.S.U Mahara,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Knowledge Integration Services (Singapore) PTE. Ltd.,(no info found),,https://kisgroup.net/,"Searched https://kisgroup.net/ — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4792,(none)
Koalisi Pegiat Lingkungan Pulau Belitung (KPLPB),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Kopepi Ketiara,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Koperasi Gayo Antara,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Koperasi Kopi Gayo Organik (KKGO),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3012,(none)
Leuser Hijau Lestari (LAHIR),(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id.",VCS3012,(none)
Medan Mas village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3228,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Nipah Panjang village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3229,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Padang Tikar Sahu village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3230,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Project Team ATR Inc.,(no info found),,https://enatr.imweb.me/69,"Searched https://enatr.imweb.me/69 — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS4103,(none)
PT Andalas Agro Industry,(no info found),,https://rspo.org/wp-content/uploads/RSPO-Public-Announcement-Template-ENG-PT-Andalas-Agro-Industri.pdf,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://rspo.org/wp-content/uploads/RSPO-Public-Announcement-Template-ENG-PT-Andalas-Agro-Industri.pdf for company contact details, or search for the company on companieshouse.id.",VCS4467,(none)
PT Andalas Wahana Berjaya,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4467,(none)
PT CarbonX Bumi Harmoni,(no info found),,https://www.carbonxco.com/contact-us,"Searched https://www.carbonxco.com/contact-us — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5458,(none)
PT Citra Mulia Inti,(no info found),,?,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS5458,(none)
PT Farinda Bersaudara,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4467,(none)
PT Jati Dharma Indah Plywood Industries,(no info found),,https://sinarwijayagroup.com/our-companies/jati+dharma+indah+plywood+industries,"Searched https://sinarwijayagroup.com/our-companies/jati+dharma+indah+plywood+industries — no leadership listed. Try news searches (Indonesian: Tempo, Kompas, Bisnis Indonesia; English: Reuters, Mongabay) or Indonesian business registry companieshouse.id.",VCS5722,(none)
PT Sarana Prima Multi Niaga,(no info found),,,"No company website or canonical source in DATASET_companies.csv. Try Indonesian business registry (companieshouse.id), news searches, or LinkedIn.",VCS4467,(none)
PT. Tiara Asia Permai,(no info found),,https://companieshouse.id/tiara-asia-permai,"Indonesian business registry entry (https://companieshouse.id/tiara-asia-permai) typically lists the founding directors at incorporation but not current leadership. Try news searches in Indonesian (Tempo, Kompas, Bisnis Indonesia) or LinkedIn.",VCS2395,(none)
SERABBUT,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,"No company website in dataset — URL points to a registry document. Try the project's PDD (Project Design Document) at https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/ for company contact details, or search for the company on companieshouse.id.",VCS3012,(none)
South Pole,(no info found),,https://www.southpole.com/about-us/south-pole-offices,"Same entity as ""South Pole Carbon Asset Management Ltd "" in this dataset — see that row for verified leadership.",VCS3226,(none)
Sungai Besar village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3231,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Sungai Jawi village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3232,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Tanjung Harapan village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3233,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Tasik Malaya village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3234,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Teluk Nibung village,(no info found),,https://registry.verra.org/app/projectDetail/VCS/3235,"Local-level entity (village, cooperative, or community forest body). Leadership is typically village heads / cooperative chairs not published online; try local government records or REDD+ project documents.",VCS3226,(none)
Yayasan Gajah Sumatera Aceh,(no info found),,https://www.reddprojectsdatabase.org/partner/2177-ribang-gayo-musara-rgm/,Aceh chapter of Yayasan Gajah Sumatera (YAGASU). Try yagasu.or.id directly for leadership.,VCS3012,(none)
